S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
155127	219	548	408	228	211	69	33	8	22037	119	526	880	616	7	57	4010	739	977	
154985	218	524	379	212	207	68	31	8	22249	123	529	845	221	4	49	3866	702	937	
154847	224	503	351	204	184	70	32	7	22456	124	531	848	533	5	47	3699	654	914	
154708	221	473	346	192	197	68	28	9	22629	127	535	851	499	9	49	3540	619	906	
154566	216	462	359	182	188	67	28	11	22787	128	539	836	528	6	49	3384	589	913	
154407	234	459	323	176	174	64	24	11	22987	132	542	865	217	5	50	3167	532	922	
154275	226	445	290	177	177	63	23	10	23168	134	545	880	546	8	46	2972	492	909	
154128	228	449	281	171	160	57	27	10	23336	134	552	869	550	3	49	2743	453	920	
154008	206	452	281	169	150	50	27	12	23487	135	556	888	549	6	34	2672	426	909	
153884	195	443	264	172	163	53	24	11	23624	138	562	921	565	7	51	2581	430	884	
153735	201	447	272	163	144	53	23	10	23774	140	571	883	527	3	48	2535	429	874	
153591	213	433	272	166	139	55	22	9	23913	143	577	875	526	2	34	2408	426	874	
153455	207	429	265	167	147	54	21	9	24052	145	582	836	531	3	46	2364	421	869	
153337	185	432	281	153	134	54	23	10	24191	146	587	801	207	6	50	2372	430	832	
153199	200	416	269	151	144	50	23	11	24331	147	592	782	465	5	38	2273	414	839	
153109	196	384	264	132	148	47	22	11	24477	147	596	805	478	4	47	2255	388	805	
153027	162	386	249	137	137	43	24	9	24611	148	600	802	551	5	44	2209	385	753	
152901	170	385	235	130	136	43	21	8	24750	151	603	825	541	8	53	2176	405	715	
152782	175	363	230	141	142	41	21	9	24867	152	610	797	511	4	31	2176	384	729	
152666	178	359	231	134	135	40	22	7	24993	153	615	803	625	3	47	2152	379	720	
152550	172	350	233	136	137	43	23	8	25109	153	619	817	345	2	29	2114	367	727	
152428	178	343	236	134	124	43	19	6	25239	156	627	832	532	2	39	2102	344	733	
152348	171	324	210	130	131	48	20	7	25357	156	631	858	563	1	33	2062	346	688	
152276	128	334	200	132	124	49	18	7	25475	157	633	841	579	6	37	1961	332	653	
152188	121	320	212	116	118	48	22	5	25589	157	637	880	641	5	42	1962	324	633	
152095	119	312	218	113	111	44	24	6	25692	157	642	858	311	5	31	1899	307	634	
151987	143	287	211	121	108	42	21	9	25795	158	651	877	250	4	31	1804	309	624	
151880	153	280	213	116	103	44	23	9	25898	158	656	882	520	5	33	1715	301	631	
151785	147	279	201	112	101	44	21	8	26012	161	662	892	546	4	35	1727	304	601	
151713	131	280	190	99	101	36	19	6	26126	163	669	877	618	2	29	1670	293	563	
151637	122	278	177	97	96	35	19	4	26234	163	671	859	535	5	32	1649	275	549	
151559	114	271	168	95	90	32	17	4	26339	165	679	884	573	2	29	1632	250	537	
151464	116	269	172	85	100	34	18	5	26419	166	685	874	615	0	22	1604	247	547	
151383	117	261	179	73	92	33	17	7	26513	167	691	851	564	2	34	1552	245	527	
151301	119	265	162	65	89	31	19	7	26613	167	695	868	524	1	23	1449	216	534	
151214	117	263	158	69	97	27	18	9	26693	167	701	849	631	4	26	1406	216	533	
151148	123	235	157	72	103	27	17	8	26771	168	704	889	647	2	32	1439	230	504	
151090	109	228	152	75	91	26	15	9	26861	170	707	902	517	2	33	1384	228	468	
151020	95	233	163	73	83	24	15	8	26935	171	713	898	208	0	35	1323	222	464	
